Nationality,Which SAP Specialisation would you like to apply for?,Do you have a computer to do this course?,How do you connect to the internet?,Which country do you currently live in?,Aptitude test performance,Gender,Highest Education ACN,Current career role,Nearest Metropolitan area,How close do you live to this city/town?,Disability,Age,Have you created a profile on the Yoma platform?
Kenyan,Developer Associate,I only have a smart phone,I have very limited mobile data.,Kenya,Passable,Male,Bachelor's Degree,,KAPENGURIA,I live more than 10km away from this town or city,No,26,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,High School,,Nairobi,I live 5-10km away from this town/city,No,25,No
Kenyan,Developer Associate,I only have a smart phone,I have very limited mobile data.,Kenya,Adequate,Male,High School,,Kitale,I live more than 10km away from this town or city,No,20,No
Kenyan,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Female,Bachelor's Degree,Teacher,BOMET,I live 5-10km away from this town/city,No,27,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,High School,,Nairobi,I live in this town/city,No,25,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,Tertiary Diploma,Front end developer,Voi,I live in this town/city,No,23,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,,Nairobi,I live within 5km of this town/city,No,24,Yes
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Iten,I live in this town/city,No,24,No
Kenyan,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Male,Bachelor's Degree,,Maralal,I live more than 10km away from this town or city,No,25,Yes
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Male,Bachelor's Degree,,MACHAKOS TOWN,I live within 5km of this town/city,No,21,No
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,High School,,NAIROBI,I live in this town/city,No,21,Yes
Kenyan,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,Tertiary Diploma,,Mombasa,I live within 5km of this town/city,No,30,No
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,Lecturer,Kajiado,I live within 5km of this town/city,No,0,Yes
Kenyan,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Bomet,I live more than 10km away from this town or city,No,20,No
Kenyan,Developer Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Tertiary Diploma,Registered Clinical officer,Ngong,I live in this town/city,No,27,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,University Undergraduate,,Eldoret,I live more than 10km away from this town or city,No,21,No
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Male,Tertiary Diploma,Cyber Attendant,Ukunda,I live in this town/city,No,26,Yes
Kenyan,Developer Associate,I have my own computer,I have very limited mobile data.,Kenya,Passable,Male,Tertiary Diploma,,Bungoma,I live in this town/city,No,23,No
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Female,Bachelor's Degree,,Ruiru,I live in this town/city,No,22,No
Kenyan,Developer Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,"Passable, Strong",Female,Bachelor's Degree,,Nairobi,I live within 5km of this town/city,No,21,No
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Female,Advanced Diploma / Post-graduate Certificate (NQF 7),volunteer,Nairobi,I live more than 10km away from this town or city,No,25,Yes
Kenyan,End User Support Associate,I share a computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Strong,Male,High School,,Isiolo,I live in this town/city,No,20,Yes
Kenyan,Developer Associate,"I don't have access to a computer, but can arrange to get/use one.","I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Female,University Undergraduate,,Meru,I live within 5km of this town/city,No,20,No
Kenyan,End User Support Associate,I share a computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Nairobi,I live in this town/city,No,23,Yes
Kenyan,End User Support Associate,"I have access to a computer, but it's not mine",I have very limited mobile data.,Kenya,Passable,Female,Bachelor's Degree,,Nakuru,I live within 5km of this town/city,No,22,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,"Strong, Strong",Male,Bachelor's Degree,,Nairobi,I live more than 10km away from this town or city,No,21,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,Tertiary Diploma,Driver,Nairobi,I live more than 10km away from this town or city,No,49,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,Assistant Manager,Nairobi,I live 5-10km away from this town/city,No,21,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Very Strong,Female,High School,,Nairobi,I live in this town/city,No,22,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Female,High School,,Nairobi,I live in this town/city,No,21,Yes
Kenyan,End User Support Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,Biochemist,TATU CITY,I live in this town/city,No,29,No
Kenyan,Technology Consultant Associate,"I don't have a computer, and cannot arrange to use/get one.","I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Female,High School,,Thika,I live more than 10km away from this town or city,No,25,No
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Female,University Undergraduate,,Thika,I live within 5km of this town/city,No,20,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Tertiary Diploma,,Kaduna,I live in this town/city,No,28,Yes
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Kisumu,I live 5-10km away from this town/city,No,20,No
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Male,Bachelor's Degree,,Nairobi,I live more than 10km away from this town or city,No,27,No
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,High School,,Ruiru,I live within 5km of this town/city,No,27,No
Kenyan,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Male,Bachelor's Degree,,Nairobi,I live in this town/city,No,28,Yes
Kenyan,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2GB or less a month",Kenya,Adequate,Male,University Undergraduate,,NAIROBI,I live more than 10km away from this town or city,No,24,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Female,Bachelor's Degree,,Nairobi,I live in this town/city,No,22,No
Kenyan,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Adequate,Male,Bachelor's Degree,,Bungoma,I live more than 10km away from this town or city,No,20,No
Kenyan,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2GB or less a month",Kenya,Very Strong,Male,Bachelor's Degree,,Homa Bay,I live 5-10km away from this town/city,No,25,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Strong,Male,Bachelor's Degree,,MACHAKOS,I live within 5km of this town/city,No,27,No
Kenyan,End User Support Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Male,Other,,Ukunda,I live more than 10km away from this town or city,No,23,Yes
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Male,High School,,Nairobi,I live within 5km of this town/city,No,22,No
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,Nairobi,I live within 5km of this town/city,No,26,Yes
Kenyan,End User Support Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Male,Postgraduate Degree (e.g. Masters),,MOGOGOSIEK,I live in this town/city,No,34,Yes
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Nairobi,I live in this town/city,No,25,Yes
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Nakuru,I live in this town/city,No,27,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,High School,,Eldoret,I live 5-10km away from this town/city,No,23,Yes
Kenyan,End User Support Associate,I share a computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,Bachelor's Degree,Sales Lead,"Mombasa , Nyali",I live within 5km of this town/city,No,26,Yes
Kenyan,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Male,Bachelor's Degree,,Kapenguria,I live 5-10km away from this town/city,No,27,Yes
Kenyan,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2GB or less a month",Kenya,Adequate,Male,High School,,Mombasa,I live in this town/city,No,20,No
Kenyan,Developer Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Tertiary Diploma,,Nakuru,I live in this town/city,No,22,No
Kenyan,Developer Associate,"I don't have access to a computer, but can arrange to get/use one.","I have reliable internet (data/wifi), around 5GB per month.",Kenya,Strong,Male,Bachelor's Degree,,Nairobi,I live in this town/city,No,23,No
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,University Undergraduate,UNEMPLOYED,Nairobi,I live in this town/city,No,21,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Kakuma,I live 5-10km away from this town/city,No,29,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,DATA SCIENTIST,THIKA,I live in this town/city,No,27,Yes
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Nakuru,I live in this town/city,No,32,No
Kenyan,Technology Consultant Associate,I only have a smart phone,I have very limited mobile data.,Kenya,Passable,Female,Advanced Diploma / Post-graduate Certificate (NQF 7),,Kisii,I live within 5km of this town/city,No,21,No
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Strong,Male,High School,,MACHAKOS,I live in this town/city,No,22,No
Kenyan,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Adequate,Male,Bachelor's Degree,,Kisumu,I live more than 10km away from this town or city,No,20,Yes
